Environmental criteria (T/F),Publication Year,Close Year,Municipality,District,Submission deadline (range),Diference between close and signing dates,Execution deadline (days),Base Bid Price Class,I. price Class,Award criteria class,Classification of the multifactor criteria (%),Published in the EU journal,Number of bidders,Signing Year,Signing Month,Signing Day,Closing Date Year,Closing Date Month,Closing Date Day,E. price Class,Difference between the effective and initial price class,engineering work,refurbishment work,surfaced work,Justification for deadline change
0,2015,2020,Águeda,Aveiro,Very Long,Many Days,Short Deadline,Medium Price,Medium Price,2,1.0,False,0.325,2015,6,8,2020,2,11,Medium Price,Low Difference,0,0,0,suspension
0,2014,2019,Guarda,Coimbra,Very Long,Many Days,Long Deadline,High Price,Medium Price,2,1.0,True,0.4,2015,5,29,2019,11,27,Medium Price,High Difference,0,0,0,change
0,2014,2019,Leiria,Santarém,Very Long,Many Days,Long Deadline,High Price,Medium Price,2,1.0,True,0.4,2015,5,29,2019,3,29,Medium Price,High Difference,0,0,0,Not Specified
0,2014,2018,Felgueiras,Porto,Long,Many Days,Medium Deadline,Medium Price,Medium Price,1,0.4,False,0.0,2015,5,15,2018,10,12,Medium Price,High Difference,0,0,0,extension
0,2014,2018,Coimbra,Coimbra,Long,Many Days,Long Deadline,Medium Price,Medium Price,0,0.0,False,0.15000000000000002,2015,4,29,2018,6,28,Medium Price,High Difference,0,0,0,extension
0,2014,2019,Felgueiras,Porto,Long,Many Days,Medium Deadline,Medium Price,Low Price,1,0.4,False,0.0,2015,5,7,2019,7,24,Low Price,High Difference,0,0,0,Not Specified
0,2015,2018,Mangualde,Viseu,Very Short,Many Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.1,2015,4,27,2018,6,22,Low Price,High Difference,0,0,1,Not Specified
0,2014,2019,Tavira,Faro,Very Long,Many Days,Medium Deadline,High Price,Medium Price,0,0.0,False,0.45,2015,4,27,2019,1,23,Medium Price,High Difference,0,0,0,extension
0,2014,2021,Águeda,Aveiro,Very Long,Many Days,Long Deadline,High Price,High Price,0,0.0,True,0.775,2015,4,16,2021,8,12,High Price,Low Difference,0,0,0,change
0,2013,2018,Lisboa,Lisboa,Medium,Many Days,Long Deadline,High Price,Medium Price,0,0.0,False,0.0,2015,3,24,2018,4,6,Medium Price,High Difference,0,0,0,specify
0,2014,2019,Santarém,Santarém,Very Long,Many Days,Long Deadline,High Price,Medium Price,0,0.0,False,0.25,2015,3,9,2019,3,29,Medium Price,High Difference,0,0,0,time
0,2014,2021,Tondela,Viseu,Very Short,Many Days,Medium Deadline,High Price,Medium Price,2,1.0,False,0.2,2015,3,5,2021,1,28,Medium Price,High Difference,0,0,0,time
0,2014,2020,Torre de Moncorvo,Bragança,Very Short,Many Days,Medium Deadline,Medium Price,Medium Price,0,0.0,False,0.0,2015,1,5,2020,6,8,Medium Price,Medium Difference,0,0,0,Not Specified
0,2014,2018,Rio Maior,Santarém,Very Short,Many Days,Medium Deadline,Medium Price,Medium Price,2,1.0,False,0.15000000000000002,2014,12,26,2018,1,12,Medium Price,High Difference,0,0,0,delay
0,2014,2019,Angra do Heroismo,Região Autónoma dos Açores,Very Long,Many Days,Medium Deadline,Medium Price,Medium Price,0,0.0,False,0.0,2014,12,17,2019,2,19,Medium Price,High Difference,0,0,1,Not Specified
0,2014,2018,Tondela,Viseu,Very Short,Many Days,Medium Deadline,High Price,Medium Price,2,1.0,False,0.0,2014,12,29,2018,11,9,Low Price,High Difference,0,0,0,Not Specified
0,2013,2020,Vieira do Minho,Braga,Very Long,Many Days,Short Deadline,Medium Price,Low Price,0,0.0,False,0.15000000000000002,2014,6,5,2020,7,8,Low Price,High Difference,0,0,0,Not Specified
0,2013,2020,Vieira do Minho,Braga,Very Long,Many Days,Short Deadline,Low Price,Low Price,0,0.0,False,0.125,2014,6,4,2020,7,8,Low Price,High Difference,0,0,0,Not Specified
0,2014,2019,Tavira,Faro,Very Long,Many Days,Long Deadline,Low Price,Low Price,0,0.0,False,0.025,2014,11,21,2019,2,12,Low Price,Low Difference,0,1,0,extension
0,2014,2018,Felgueiras,Porto,Long,Many Days,Long Deadline,Medium Price,Medium Price,0,0.0,False,0.0,2014,10,29,2018,10,8,Medium Price,Medium Difference,0,0,0,extension
0,2013,2019,Almada,Setúbal,Very Long,Many Days,Medium Deadline,Medium Price,Medium Price,0,0.0,False,0.30000000000000004,2014,10,20,2019,11,4,Medium Price,Low Difference,0,0,0,change
0,2013,2020,Portalegre,Portalegre,Medium,Many Days,Medium Deadline,High Price,Medium Price,0,0.0,False,0.275,2013,11,27,2020,7,7,Medium Price,Medium Difference,0,0,0,Not Specified
0,2014,2018,Felgueiras,Porto,Long,Many Days,Medium Deadline,Low Price,Low Price,0,0.0,False,0.0,2014,8,29,2018,10,3,Low Price,Medium Difference,0,0,0,extension
0,2014,2018,Amarante,Vila Real,Very Long,Many Days,Long Deadline,High Price,High Price,0,0.0,False,0.45,2014,8,14,2018,8,6,High Price,Medium Difference,0,0,0,specify
0,2014,2019,Viseu,Viseu,Long,Many Days,Long Deadline,Medium Price,Medium Price,0,0.0,False,0.375,2014,7,10,2019,7,3,Low Price,High Difference,0,0,1,change
0,2013,2018,Lisboa,Lisboa,Medium,Many Days,Long Deadline,High Price,Medium Price,0,0.0,False,0.275,2014,6,20,2018,6,12,Medium Price,Medium Difference,0,0,0,specify
0,2013,2018,São Pedro do Sul,Viseu,Long,Many Days,Medium Deadline,Medium Price,Medium Price,0,0.0,False,0.47500000000000003,2014,6,20,2018,11,23,Medium Price,High Difference,0,0,0,inspection
0,2013,2018,Lisboa,Lisboa,Medium,Many Days,Long Deadline,High Price,Medium Price,0,0.0,False,0.45,2014,4,15,2018,11,22,Medium Price,Low Difference,1,0,0,specify
0,2013,2018,Mealhada,Aveiro,Very Long,Many Days,Short Deadline,Medium Price,Medium Price,0,0.0,False,0.55,2014,2,12,2018,2,14,Medium Price,Low Difference,0,0,0,Not Specified
0,2013,2019,Oliveira de Frades,Viseu,Long,Many Days,Short Deadline,High Price,Medium Price,0,0.0,False,0.275,2013,9,30,2019,7,12,Medium Price,Low Difference,0,0,0,extension
0,2012,2019,Fafe,Braga,Medium,Many Days,Long Deadline,High Price,Medium Price,0,0.0,False,0.0,2013,11,1,2019,10,24,Medium Price,High Difference,0,0,0,change
0,2013,2018,Cartaxo,Santarém,Very Long,Many Days,Long Deadline,High Price,High Price,0,0.0,False,0.0,2013,9,16,2018,2,5,Medium Price,High Difference,0,0,0,change
0,2013,2019,Évora,Évora,Medium,Many Days,Short Deadline,Medium Price,Low Price,0,0.0,False,0.0,2013,9,4,2019,11,18,Low Price,High Difference,0,0,0,specify
0,2013,2019,Mafra,Lisboa,Medium,Many Days,Short Deadline,Medium Price,Medium Price,0,0.0,False,0.0,2013,7,18,2019,7,1,Medium Price,Low Difference,0,0,0,Not Specified
0,2012,2019,Murtosa,Aveiro,Very Long,Many Days,Long Deadline,High Price,Medium Price,0,0.0,False,0.0,2013,7,30,2019,2,6,Medium Price,High Difference,0,0,0,extension
0,2013,2018,Vila Nova de Famalicão,Braga,Long,Many Days,Long Deadline,High Price,Medium Price,0,0.0,False,0.325,2013,7,4,2018,11,21,Medium Price,High Difference,0,0,0,Not Specified
0,2013,2018,Lisboa,Lisboa,Medium,Many Days,Medium Deadline,Medium Price,Low Price,0,0.0,False,0.0,2013,6,25,2018,11,22,Low Price,Medium Difference,0,0,0,specify
0,2013,2017,Alandroal,Évora,Medium,Many Days,Long Deadline,High Price,Medium Price,0,0.0,False,0.5,2013,6,17,2017,11,29,Medium Price,Low Difference,0,0,0,delay
0,2012,2018,Mangualde,Viseu,Long,Many Days,Long Deadline,High Price,High Price,0,0.0,False,0.0,2013,5,28,2018,3,27,High Price,High Difference,0,0,0,specify
0,2012,2019,Loures,Lisboa,Medium,Many Days,Medium Deadline,Low Price,Low Price,0,0.0,False,0.0,2013,5,8,2019,12,3,Low Price,High Difference,0,0,0,specify
0,2012,2018,Fafe,Braga,Medium,Many Days,Medium Deadline,High Price,Medium Price,0,0.0,False,0.0,2013,3,26,2018,2,6,Medium Price,High Difference,0,0,0,suspension
0,2012,2018,Fafe,Braga,Very Long,Many Days,Long Deadline,High Price,High Price,0,0.0,False,0.0,2013,3,15,2018,4,12,High Price,High Difference,0,0,0,suspension
0,2012,2018,Lisboa,Lisboa,Medium,Many Days,Medium Deadline,Medium Price,Medium Price,0,0.0,False,0.0,2012,12,27,2018,11,16,Medium Price,Low Difference,1,0,0,specify
0,2011,2019,Câmara de Lobos,Região Autónoma da Madeira,Medium,Many Days,Long Deadline,High Price,Medium Price,0,0.0,False,0.275,2012,8,31,2019,2,27,Medium Price,High Difference,0,0,0,change
0,2011,2018,Funchal,Região Autónoma da Madeira,Medium,Many Days,Medium Deadline,Low Price,Low Price,0,0.0,False,0.275,2012,8,31,2018,4,20,Low Price,Medium Difference,0,0,0,change
0,2011,2019,Machico,Região Autónoma da Madeira,Very Long,Many Days,Long Deadline,High Price,High Price,0,0.0,False,0.2,2012,6,26,2019,1,28,High Price,High Difference,0,0,0,change
0,2011,2018,Funchal,Região Autónoma da Madeira,Medium,Many Days,Short Deadline,Medium Price,Low Price,0,0.0,False,0.325,2011,10,17,2018,3,10,Low Price,High Difference,0,0,0,change
0,2016,2017,Vizela,Braga,Medium,Few Days,Long Deadline,Medium Price,Low Price,2,1.0,False,0.0,2016,8,12,2017,5,26,Low Price,Medium Difference,0,0,0,Not Specified
0,2014,2017,Celorico de Basto,Braga,Very Long,Many Days,Medium Deadline,High Price,High Price,0,0.0,False,0.0,2015,6,3,2017,10,2,High Price,Medium Difference,0,0,0,change
0,2014,2017,Lisboa,Lisboa,Medium,Medium Days,Long Deadline,High Price,Medium Price,0,0.0,False,0.0,2015,9,11,2017,2,2,Medium Price,High Difference,0,1,0,specify
0,2016,2017,Setúbal,Setúbal,Very Long,Few Days,Medium Deadline,Medium Price,Medium Price,2,1.0,False,0.07500000000000001,2016,11,18,2017,9,25,Medium Price,Medium Difference,0,1,0,change
0,2016,2017,Angra do Heroismo,Região Autónoma dos Açores,Medium,Medium Days,Short Deadline,Medium Price,Medium Price,0,0.0,False,0.0,2016,7,18,2017,12,19,Medium Price,High Difference,0,0,0,extension
0,2011,2017,Vila Franca de Xira,Lisboa,Long,Many Days,Long Deadline,High Price,High Price,0,0.0,False,0.2,2012,2,24,2017,1,10,High Price,High Difference,0,0,0,extension
0,2016,2017,Anadia,Aveiro,Medium,Medium Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.0,2016,5,11,2017,5,3,Low Price,High Difference,0,0,0,specify
0,2016,2017,Anadia,Aveiro,Medium,Medium Days,Medium Deadline,Medium Price,Medium Price,2,1.0,False,0.0,2016,11,30,2017,12,28,Medium Price,Medium Difference,0,0,0,extension
0,2017,2017,Lisboa,Lisboa,Long,Few Days,Long Deadline,Medium Price,Medium Price,0,0.0,False,0.0,2017,3,30,2017,5,23,Low Price,High Difference,0,0,0,change
0,2017,2017,Seixal,Setúbal,Medium,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.0,2017,8,7,2017,12,22,Low Price,Medium Difference,0,0,0,Not Specified
0,2017,2017,Azambuja,Lisboa,Long,Few Days,Short Deadline,Medium Price,Medium Price,2,1.0,False,0.25,2017,10,25,2017,12,19,Medium Price,Medium Difference,0,0,0,time
0,2016,2017,Aveiro,Aveiro,Very Short,Few Days,Medium Deadline,Medium Price,Low Price,0,0.0,False,0.25,2017,1,2,2017,10,25,Low Price,Medium Difference,0,0,0,delay
0,2017,2017,Mogadouro,Bragança,Short,Few Days,Medium Deadline,Medium Price,Medium Price,0,0.0,False,0.1,2017,7,3,2017,11,4,Medium Price,Low Difference,0,0,1,change
0,2017,2017,Póvoa de Lanhoso,Braga,Long,Few Days,Medium Deadline,Medium Price,Medium Price,1,0.5,False,0.0,2017,8,8,2017,12,29,Medium Price,High Difference,0,0,0,Not Specified
0,2017,2017,Portalegre,Portalegre,Medium,Few Days,Short Deadline,Medium Price,Low Price,2,1.0,False,0.2,2017,7,7,2017,11,27,Low Price,Medium Difference,0,0,0,extension
0,2017,2017,Porto,Porto,Long,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.1,2017,6,21,2017,11,30,Low Price,Low Difference,0,0,0,Not Specified
0,2017,2017,Lourinhã,Lisboa,Medium,Few Days,Medium Deadline,High Price,Medium Price,1,0.6,False,0.125,2017,7,17,2017,12,11,Medium Price,High Difference,0,0,0,specify
0,2017,2017,Chaves,Vila Real,Very Long,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.0,2017,6,30,2017,10,16,Low Price,Medium Difference,0,0,1,specify
0,2017,2017,Pinhel,Guarda,Long,Few Days,Medium Deadline,Medium Price,Medium Price,2,1.0,False,0.125,2017,6,8,2017,12,11,Medium Price,Medium Difference,0,0,0,extension
0,2015,2017,Barreiro,Setúbal,Medium,Medium Days,Medium Deadline,Medium Price,Medium Price,1,0.6,False,0.0,2016,4,7,2017,5,31,Medium Price,Low Difference,0,0,1,Not Specified
0,2017,2017,Leiria,Leiria,Medium,Few Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.17500000000000002,2017,6,20,2017,11,17,Low Price,High Difference,0,0,1,specify
0,2017,2017,Guimarães,Braga,Medium,Few Days,Short Deadline,Low Price,Low Price,1,0.6,False,0.0,2017,6,14,2017,12,21,Low Price,High Difference,0,0,0,inspection
0,2017,2017,Guimarães,Braga,Medium,Few Days,Medium Deadline,Medium Price,Medium Price,1,0.6,False,0.15000000000000002,2017,5,26,2017,11,24,Medium Price,High Difference,0,0,1,specify
0,2017,2017,Leiria,Leiria,Medium,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.225,2017,6,14,2017,10,30,Low Price,High Difference,0,0,1,change
0,2017,2017,Leiria,Leiria,Medium,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.2,2017,6,9,2017,10,4,Low Price,Medium Difference,0,0,1,change
0,2017,2017,Montalegre,Vila Real,Very Short,Few Days,Medium Deadline,Medium Price,Low Price,0,0.0,False,0.125,2017,6,12,2017,7,17,Low Price,High Difference,0,1,0,specify
0,2012,2017,Vila Franca de Xira,Lisboa,Long,Many Days,Medium Deadline,Medium Price,Medium Price,0,0.0,False,0.275,2013,2,20,2017,5,10,Medium Price,High Difference,0,0,1,Not Specified
0,2017,2017,Leiria,Leiria,Medium,Few Days,Medium Deadline,Medium Price,Medium Price,2,1.0,False,0.2,2017,6,9,2017,11,2,Medium Price,Medium Difference,0,0,1,change
0,2017,2017,Cuba,Beja,Medium,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.1,2017,5,26,2017,11,6,Low Price,Low Difference,1,0,0,Not Specified
0,2017,2017,Almada,Setúbal,Medium,Few Days,Short Deadline,Medium Price,Medium Price,2,1.0,False,0.17500000000000002,2017,6,1,2017,10,16,Medium Price,Medium Difference,0,0,0,specify
0,2017,2017,Setúbal,Setúbal,Very Short,Few Days,Short Deadline,Medium Price,Low Price,1,0.7000000000000001,False,0.275,2017,6,1,2017,12,19,Low Price,Low Difference,0,0,0,Not Specified
0,2017,2017,Leiria,Leiria,Medium,Few Days,Short Deadline,Medium Price,Medium Price,2,1.0,False,0.25,2017,6,5,2017,10,6,Medium Price,Medium Difference,0,0,1,provisional acceptance
0,2017,2017,Porto,Porto,Medium,Few Days,Short Deadline,Low Price,Low Price,1,0.8,False,0.30000000000000004,2017,5,29,2017,12,20,Low Price,Low Difference,0,1,0,Not Specified
0,2017,2017,Loulé,Faro,Very Short,Few Days,Short Deadline,Low Price,Low Price,0,0.0,False,0.0,2017,4,6,2017,6,1,Low Price,High Difference,0,0,1,Not Specified
0,2015,2017,Loulé,Faro,Medium,Medium Days,Medium Deadline,Medium Price,Low Price,2,1.0,False,0.0,2016,2,10,2017,4,27,Low Price,High Difference,0,0,0,Not Specified
0,2017,2017,Elvas,Portalegre,Long,Few Days,Medium Deadline,Medium Price,Medium Price,2,1.0,False,0.0,2017,5,23,2017,11,16,Medium Price,Medium Difference,0,0,1,Not Specified
0,2017,2017,Lagos,Faro,Long,Few Days,Medium Deadline,Medium Price,Medium Price,2,1.0,False,0.0,2017,5,22,2017,12,21,Medium Price,Low Difference,0,0,0,change
0,2016,2017,Olhão,Faro,Medium,Few Days,Short Deadline,Medium Price,Low Price,2,1.0,False,0.17500000000000002,2017,2,10,2017,5,25,Low Price,Medium Difference,0,0,0,extension
0,2017,2017,Olhão,Faro,Medium,Few Days,Short Deadline,Medium Price,Low Price,2,1.0,False,0.07500000000000001,2017,4,5,2017,12,15,Low Price,High Difference,0,0,0,delay
0,2017,2017,Santiago do Cacém,Setúbal,Medium,Few Days,Short Deadline,High Price,Medium Price,2,1.0,False,0.2,2017,5,3,2017,9,21,Medium Price,Medium Difference,0,0,1,provisional acceptance
0,2016,2017,Almada,Setúbal,Long,Few Days,Medium Deadline,Medium Price,Medium Price,1,0.6,False,0.0,2017,4,28,2017,12,29,Medium Price,High Difference,0,0,0,Not Specified
0,2016,2017,Alijó,Vila Real,Medium,Few Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.0,2017,4,27,2017,11,27,Low Price,Medium Difference,0,0,0,specify
0,2014,2017,Matosinhos,Porto,Very Short,Many Days,Medium Deadline,High Price,Medium Price,0,0.0,False,0.0,2014,12,30,2017,4,18,Medium Price,High Difference,0,0,0,change
0,2016,2017,Cascais,Lisboa,Medium,Few Days,Long Deadline,High Price,Medium Price,1,0.9,False,0.0,2017,2,10,2017,9,8,Medium Price,Medium Difference,0,0,0,specify
0,2017,2017,Matosinhos,Porto,Long,Few Days,Short Deadline,Medium Price,Low Price,1,0.55,False,0.1,2017,3,27,2017,12,14,Medium Price,Low Difference,0,0,0,Not Specified
0,2016,2017,Albufeira,Faro,Medium,Few Days,Short Deadline,Medium Price,Medium Price,2,1.0,False,0.2,2017,4,24,2017,11,23,Medium Price,Medium Difference,0,0,1,delay
0,2014,2017,Matosinhos,Porto,Very Long,Medium Days,Medium Deadline,High Price,Medium Price,2,1.0,True,0.0,2015,9,30,2017,4,18,Medium Price,Medium Difference,0,0,1,change
0,2014,2017,Matosinhos,Porto,Very Long,Medium Days,Medium Deadline,High Price,Medium Price,2,1.0,False,0.0,2015,10,12,2017,4,18,Medium Price,High Difference,0,0,1,change
0,2016,2017,Cinfães,Viseu,Medium,Few Days,Medium Deadline,Medium Price,Medium Price,2,1.0,False,0.0,2016,10,28,2017,7,12,Medium Price,Low Difference,0,0,0,Not Specified
0,2016,2017,Aveiro,Aveiro,Long,Few Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.2,2017,3,1,2017,11,11,Low Price,High Difference,0,0,0,extension
0,2016,2017,Mação,Santarém,Very Short,Few Days,Short Deadline,Medium Price,Medium Price,2,1.0,False,0.2,2016,4,29,2017,3,1,Low Price,High Difference,0,0,1,extension
0,2016,2017,Celorico de Basto,Braga,Medium,Few Days,Medium Deadline,Medium Price,Low Price,1,0.5,False,0.07500000000000001,2016,5,16,2017,3,24,Low Price,High Difference,0,1,0,carry delivery
0,2016,2017,Lisboa,Lisboa,Long,Few Days,Short Deadline,Medium Price,Low Price,2,1.0,False,0.2,2017,3,29,2017,7,27,Low Price,Low Difference,0,0,1,specify
0,2014,2017,Matosinhos,Porto,Very Long,Medium Days,Medium Deadline,High Price,Medium Price,2,1.0,False,0.0,2015,10,16,2017,3,22,Medium Price,Medium Difference,0,0,1,change
0,2017,2017,Covilhã,Castelo Branco,Medium,Few Days,Medium Deadline,High Price,Medium Price,2,1.0,False,0.125,2017,3,23,2017,10,27,Medium Price,Medium Difference,0,0,0,Not Specified
0,2016,2017,Almada,Setúbal,Medium,Few Days,Short Deadline,High Price,Medium Price,2,1.0,False,0.15000000000000002,2017,3,9,2017,10,17,Medium Price,High Difference,0,0,0,carry delivery
0,2016,2017,Almada,Setúbal,Medium,Few Days,Short Deadline,High Price,Medium Price,2,1.0,False,0.2,2017,2,6,2017,9,27,Medium Price,High Difference,0,0,0,carry delivery
0,2016,2017,Albufeira,Faro,Medium,Few Days,Short Deadline,Medium Price,Low Price,2,1.0,False,0.17500000000000002,2017,3,14,2017,8,4,Low Price,Medium Difference,0,0,1,change
0,2016,2017,Albufeira,Faro,Medium,Few Days,Short Deadline,Medium Price,Low Price,2,1.0,False,0.17500000000000002,2017,3,10,2017,11,16,Low Price,Medium Difference,0,0,1,change
0,2016,2017,Setúbal,Setúbal,Long,Few Days,Medium Deadline,Medium Price,Medium Price,1,0.4,False,0.1,2017,2,23,2017,11,22,Medium Price,High Difference,0,0,0,Not Specified
0,2016,2017,Albufeira,Faro,Medium,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.25,2017,3,6,2017,6,22,Low Price,Medium Difference,0,0,1,Not Specified
0,2016,2017,Cinfães,Viseu,Medium,Few Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.0,2017,2,15,2017,9,27,Low Price,Low Difference,0,0,0,Not Specified
0,2016,2017,Albufeira,Faro,Medium,Few Days,Short Deadline,Medium Price,Medium Price,2,1.0,False,0.2,2017,3,3,2017,11,16,Medium Price,Medium Difference,0,0,1,delay
0,2016,2017,Cascais,Lisboa,Medium,Few Days,Long Deadline,High Price,Medium Price,1,0.9,False,0.42500000000000004,2016,10,25,2017,8,7,Medium Price,Low Difference,0,0,1,specify
0,2016,2017,Loures,Lisboa,Medium,Few Days,Short Deadline,Low Price,Low Price,1,0.7000000000000001,False,0.0,2017,1,6,2017,7,6,Low Price,Medium Difference,0,0,0,specify
0,2016,2017,Almada,Setúbal,Long,Few Days,Medium Deadline,Medium Price,Medium Price,1,0.6,False,0.0,2016,12,19,2017,10,4,Medium Price,High Difference,0,0,0,delay
0,2016,2017,Viana do Castelo,Viana do Castelo,Long,Few Days,Medium Deadline,High Price,Medium Price,1,0.4,False,0.225,2017,2,21,2017,12,29,Medium Price,Medium Difference,0,0,0,weather condition
0,2016,2017,Cartaxo,Santarém,Long,Few Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.0,2017,2,8,2017,11,28,Low Price,High Difference,0,0,1,Not Specified
0,2016,2017,Albufeira,Faro,Medium,Few Days,Short Deadline,Medium Price,Medium Price,2,1.0,False,0.225,2017,2,2,2017,8,4,Medium Price,Medium Difference,0,0,1,change
0,2016,2017,Velas,Região Autónoma dos Açores,Very Long,Few Days,Medium Deadline,Medium Price,Medium Price,1,0.5,False,0.0,2017,2,10,2017,9,15,Medium Price,Medium Difference,0,0,0,Not Specified
0,2016,2017,Velas,Região Autónoma dos Açores,Very Long,Few Days,Medium Deadline,Low Price,Low Price,1,0.5,False,0.0,2017,2,10,2017,10,20,Low Price,Medium Difference,0,0,0,delay
0,2016,2017,Loures,Lisboa,Very Long,Few Days,Short Deadline,Medium Price,Medium Price,2,1.0,False,0.0,2016,11,28,2017,8,21,Medium Price,Medium Difference,0,0,0,carry delivery
0,2016,2017,Loulé,Faro,Medium,Few Days,Short Deadline,Low Price,Low Price,2,1.0,False,0.0,2016,12,12,2017,5,16,Low Price,Medium Difference,0,0,1,extension
0,2016,2017,Pinhel,Guarda,Long,Few Days,Short Deadline,Medium Price,Medium Price,2,1.0,False,0.07500000000000001,2017,2,1,2017,6,6,Medium Price,High Difference,0,0,1,extension
0,2016,2017,Barcelos,Braga,Very Long,Few Days,Long Deadline,High Price,Medium Price,1,0.4,False,0.30000000000000004,2017,1,27,2017,12,19,Medium Price,High Difference,0,0,0,delay
0,2016,2017,Pinhel,Guarda,Long,Few Days,Short Deadline,Medium Price,Low Price,2,1.0,False,0.1,2017,1,17,2017,10,30,Low Price,High Difference,0,0,0,extension
0,2016,2017,Castelo de Vide,Portalegre,Medium,Few Days,Long Deadline,Medium Price,Medium Price,1,0.6,False,0.225,2017,1,11,2017,10,10,Medium Price,Low Difference,0,0,0,Not Specified
0,2016,2017,Leiria,Leiria,Medium,Few Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.2,2017,1,16,2017,11,22,Low Price,Medium Difference,0,0,1,suspension
0,2013,2017,Beja,Beja,Very Long,Medium Days,Medium Deadline,High Price,Medium Price,0,0.0,False,0.325,2015,8,28,2017,3,8,Medium Price,High Difference,0,0,0,extension
0,2016,2017,Leiria,Leiria,Medium,Few Days,Medium Deadline,Medium Price,Medium Price,2,1.0,False,0.2,2017,1,12,2017,8,11,Medium Price,Medium Difference,0,0,0,change
0,2016,2017,Leiria,Leiria,Medium,Few Days,Short Deadline,Medium Price,Low Price,2,1.0,False,0.225,2017,1,10,2017,5,8,Low Price,Medium Difference,0,0,1,specify
0,2016,2017,Leiria,Leiria,Medium,Few Days,Short Deadline,Medium Price,Medium Price,2,1.0,False,0.2,2017,1,16,2017,5,11,Medium Price,Medium Difference,0,0,1,change
0,2016,2017,Viana do Castelo,Viana do Castelo,Medium,Few Days,Short Deadline,Low Price,Low Price,1,0.4,False,0.15000000000000002,2017,1,10,2017,6,6,Low Price,Medium Difference,0,0,1,weather condition
0,2016,2018,Lisboa,Lisboa,Very Long,Medium Days,Long Deadline,High Price,High Price,2,1.0,False,0.275,2016,12,15,2018,6,7,Low Price,High Difference,1,0,0,need material
0,2016,2017,Cascais,Lisboa,Medium,Few Days,Long Deadline,High Price,Medium Price,1,0.9,False,0.35000000000000003,2016,10,19,2017,8,7,Medium Price,Low Difference,0,0,1,specify
0,2015,2017,Almada,Setúbal,Long,Few Days,Medium Deadline,Medium Price,Medium Price,1,0.6,False,0.0,2016,12,19,2017,10,4,Medium Price,High Difference,0,0,0,specify
0,2016,2017,Lisboa,Lisboa,Long,Few Days,Short Deadline,Low Price,Low Price,1,0.4,False,0.1,2016,11,14,2017,7,26,Low Price,Medium Difference,0,0,0,extension
0,2016,2017,Lisboa,Lisboa,Long,Few Days,Short Deadline,Low Price,Low Price,1,0.6,False,0.15000000000000002,2016,10,24,2017,1,4,Low Price,Medium Difference,0,1,0,change
0,2016,2017,Vila Franca de Xira,Lisboa,Long,Few Days,Medium Deadline,Low Price,Low Price,2,1.0,False,0.1,2016,12,21,2017,7,26,Low Price,Medium Difference,0,0,0,Not Specified
0,2016,2017,Leiria,Leiria,Medium,Few Days,Medium Deadline,Medium Price,Low Price,2,1.0,False,0.125,2016,12,12,2017,6,30,Low Price,High Difference,1,0,0,suspension
0,2016,2017,Vila Franca de Xira,Lisboa,Long,Few Days,Medium Deadline,Medium Price,Medium Price,2,1.0,False,0.275,2016,10,12,2017,6,30,Medium Price,High Difference,0,0,0,Not Specified
0,2016,2017,Viana do Castelo,Viana do Castelo,Medium,Few Days,Medium Deadline,High Price,Medium Price,1,0.4,False,0.05,2016,12,22,2017,11,24,Medium Price,High Difference,0,0,1,weather condition
0,2016,2017,Cascais,Lisboa,Medium,Few Days,Medium Deadline,High Price,Medium Price,1,0.9,False,0.375,2016,8,18,2017,5,18,Medium Price,Low Difference,0,0,1,specify
0,2015,2017,Vila Nova de Gaia,Porto,Very Long,Few Days,Medium Deadline,Medium Price,Medium Price,2,1.0,True,0.0,2016,11,24,2017,8,16,Medium Price,Low Difference,0,0,0,Not Specified
0,2016,2017,Ílhavo,Aveiro,Long,Few Days,Medium Deadline,Medium Price,Low Price,1,0.7000000000000001,False,0.30000000000000004,2016,12,7,2017,10,4,Low Price,Medium Difference,0,0,0,inspection
0,2015,2017,Lisboa,Lisboa,Very Short,Medium Days,Short Deadline,High Price,Medium Price,0,0.0,False,0.2,2016,7,15,2017,12,28,Medium Price,High Difference,0,0,0,Not Specified
0,2016,2017,Pinhel,Guarda,Long,Medium Days,Medium Deadline,Medium Price,Medium Price,2,1.0,False,0.35000000000000003,2016,11,19,2017,12,5,Medium Price,High Difference,0,0,0,extension
